State Postal Code,State FIPS,District ID Number,School District Name,County Names,County FIPS
IA,19,19860,Mount Ayr Community School District,Decatur County,053
IA,19,19860,Mount Ayr Community School District,Ringgold County,159
IA,19,19860,Mount Ayr Community School District,Taylor County,173
IA,19,19890,Mount Pleasant Community School District,Henry County,087
IA,19,19890,Mount Pleasant Community School District,Jefferson County,101
IA,19,19890,Mount Pleasant Community School District,Lee County,111
IA,19,19890,Mount Pleasant Community School District,Van Buren County,177
IA,19,20040,Mount Vernon Community School District,Johnson County,103
IA,19,20040,Mount Vernon Community School District,Jones County,105
IA,19,20040,Mount Vernon Community School District,Linn County,113
IA,19,20100,Murray Community School District,Clarke County,039
IA,19,20100,Murray Community School District,Decatur County,053
IA,19,20100,Murray Community School District,Union County,175
IA,19,20130,Muscatine Community School District,Muscatine County,139
IA,19,20190,Nashua-Plainfield Community School District,Bremer County,017
IA,19,20190,Nashua-Plainfield Community School District,Butler County,023
IA,19,20190,Nashua-Plainfield Community School District,Chickasaw County,037
IA,19,20190,Nashua-Plainfield Community School District,Floyd County,067
IA,19,20250,Nevada Community School District,Story County,169
IA,19,20340,New Hampton Community School District,Chickasaw County,037
IA,19,20340,New Hampton Community School District,Howard County,089
IA,19,20460,New London Community School District,Des Moines County,057
IA,19,20460,New London Community School District,Henry County,087
IA,19,20580,Newell-Fonda Community School District,Buena Vista County,021
IA,19,20580,Newell-Fonda Community School District,Calhoun County,025
IA,19,20580,Newell-Fonda Community School District,Pocahontas County,151
IA,19,20580,Newell-Fonda Community School District,Sac County,161
IA,19,20610,Newton Community School District,Jasper County,099
IA,19,13110,Nodaway Valley Community School District,Adair County,001
IA,19,13110,Nodaway Valley Community School District,Madison County,121
IA,19,03450,North Butler Community School District,Butler County,023
IA,19,03450,North Butler Community School District,Floyd County,067
IA,19,17100,North Cedar Community School District,Cedar County,031
IA,19,17100,North Cedar Community School District,Jones County,105
IA,19,00006,North Fayette Valley Community School District,Clayton County,043
IA,19,00006,North Fayette Valley Community School District,Fayette County,065
IA,19,05750,North Iowa Community School District,Kossuth County,109
IA,19,05750,North Iowa Community School District,Winnebago County,189
IA,19,20830,North Kossuth Community School District,Kossuth County,109
IA,19,20820,North Linn Community School District,Benton County,011
IA,19,20820,North Linn Community School District,Buchanan County,019
IA,19,20820,North Linn Community School District,Delaware County,055
IA,19,20820,North Linn Community School District,Linn County,113
IA,19,20850,North Mahaska Community School District,Mahaska County,123
IA,19,20850,North Mahaska Community School District,Poweshiek County,157
IA,19,20910,North Polk Community School District,Boone County,015
IA,19,20910,North Polk Community School District,Polk County,153
IA,19,20910,North Polk Community School District,Story County,169
IA,19,20940,North Scott Community School District,Scott County,163
IA,19,21000,North Tama County Community School District,Tama County,171
IA,19,03850,North Union Community School District,Emmet County,063
IA,19,03850,North Union Community School District,Kossuth County,109
IA,19,03850,North Union Community School District,Palo Alto County,147
IA,19,21090,Northeast Community School District,Clinton County,045
IA,19,21210,Northwood-Kensett Community School District,Worth County,195
IA,19,21240,Norwalk Community School District,Warren County,181
IA,19,21600,Odebolt Arthur Battle Creek Ida Grove Community School District,Crawford County,047
IA,19,21600,Odebolt Arthur Battle Creek Ida Grove Community School District,Ida County,093
IA,19,21600,Odebolt Arthur Battle Creek Ida Grove Community School District,Sac County,161
IA,19,21600,Odebolt Arthur Battle Creek Ida Grove Community School District,Woodbury County,193
IA,19,21630,Oelwein Community School District,Buchanan County,019
IA,19,21630,Oelwein Community School District,Fayette County,065
IA,19,21660,Ogden Community School District,Boone County,015
IA,19,00021,Okoboji Community School District,Clay County,041
IA,19,00021,Okoboji Community School District,Dickinson County,059
IA,19,21720,Olin Consolidated School District,Jones County,105
IA,19,21810,Orient-Macksburg Community School District,Adair County,001
IA,19,21810,Orient-Macksburg Community School District,Adams County,003
IA,19,21810,Orient-Macksburg Community School District,Madison County,121
IA,19,21810,Orient-Macksburg Community School District,Union County,175
IA,19,21840,Osage Community School District,Floyd County,067
IA,19,21840,Osage Community School District,Mitchell County,131
IA,19,21870,Oskaloosa Community School District,Mahaska County,123
IA,19,22110,Ottumwa Community School District,Wapello County,179
IA,19,99017,PCM Community School District,Jasper County,099
IA,19,99017,PCM Community School District,Marion County,125
IA,19,99017,PCM Community School District,Polk County,153
IA,19,00025,Panorama Community School District,Dallas County,049
IA,19,00025,Panorama Community School District,Greene County,073
IA,19,00025,Panorama Community School District,Guthrie County,077
IA,19,22380,Paton-Churdan Community School District,Greene County,073
IA,19,22440,Pekin Community School District,Jefferson County,101
IA,19,22440,Pekin Community School District,Keokuk County,107
IA,19,22440,Pekin Community School District,Wapello County,179
IA,19,22440,Pekin Community School District,Washington County,183
IA,19,22470,Pella Community School District,Jasper County,099
IA,19,22470,Pella Community School District,Mahaska County,123
IA,19,22470,Pella Community School District,Marion County,125
IA,19,22530,Perry Community School District,Boone County,015
IA,19,22530,Perry Community School District,Dallas County,049
IA,19,22530,Perry Community School District,Greene County,073
IA,19,23110,Pleasant Valley Community School District,Scott County,163
IA,19,23160,Pleasantville Community School District,Marion County,125
IA,19,23160,Pleasantville Community School District,Warren County,181
IA,19,23190,Pocahontas Area Community School District,Calhoun County,025
IA,19,23190,Pocahontas Area Community School District,Palo Alto County,147
IA,19,23190,Pocahontas Area Community School District,Pocahontas County,151
IA,19,23340,Postville Community School District,Allamakee County,005
IA,19,23340,Postville Community School District,Clayton County,043
IA,19,23340,Postville Community School District,Fayette County,065
IA,19,23340,Postville Community School District,Winneshiek County,191
IA,19,00028,Prairie Valley Community School District,Calhoun County,025
IA,19,00028,Prairie Valley Community School District,Greene County,073
IA,19,00028,Prairie Valley Community School District,Webster County,187
IA,19,24000,Red Oak Community School District,Montgomery County,137
IA,19,24000,Red Oak Community School District,Page County,145
IA,19,24000,Red Oak Community School District,Pottawattamie County,155
IA,19,24120,Remsen-Union Community School District,Plymouth County,149
IA,19,24120,Remsen-Union Community School District,Sioux County,167
IA,19,24150,Riceville Community School District,Howard County,089
IA,19,24150,Riceville Community School District,Mitchell County,131
IA,19,10340,River Valley Community School District,Cherokee County,035
IA,19,10340,River Valley Community School District,Ida County,093
IA,19,10340,River Valley Community School District,Woodbury County,193
IA,19,00027,Riverside Community School District,Pottawattamie County,155
IA,19,24660,Rock Valley Community School District,Lyon County,119
IA,19,24660,Rock Valley Community School District,Sioux County,167
IA,19,24870,Roland-Story Community School District,Boone County,015
IA,19,24870,Roland-Story Community School District,Hamilton County,079
IA,19,24870,Roland-Story Community School District,Hardin County,083
IA,19,24870,Roland-Story Community School District,Story County,169
IA,19,24960,Rudd-Rockford-Marble Rock Community School District,Cerro Gordo County,033
IA,19,24960,Rudd-Rockford-Marble Rock Community School District,Floyd County,067
IA,19,24960,Rudd-Rockford-Marble Rock Community School District,Mitchell County,131
IA,19,25050,Ruthven-Ayrshire Community School District,Clay County,041
IA,19,25050,Ruthven-Ayrshire Community School District,Palo Alto County,147
IA,19,25320,Saydel Community School District,Polk County,153
IA,19,25380,Schaller-Crestland Community School District,Buena Vista County,021
IA,19,25380,Schaller-Crestland Community School District,Ida County,093
IA,19,25380,Schaller-Crestland Community School District,Sac County,161
IA,19,25410,Schleswig Community School District,Crawford County,047
IA,19,25410,Schleswig Community School District,Ida County,093
IA,19,25590,Sergeant Bluff-Luton Community School District,Woodbury County,193
IA,19,25620,Seymour Community School District,Appanoose County,007
IA,19,25620,Seymour Community School District,Wayne County,185
IA,19,25980,Sheldon Community School District,Lyon County,119
IA,19,25980,Sheldon Community School District,O'Brien County,141
IA,19,25980,Sheldon Community School District,Osceola County,143
IA,19,25980,Sheldon Community School District,Sioux County,167
IA,19,26070,Shenandoah Community School District,Fremont County,071
IA,19,26070,Shenandoah Community School District,Mills County,129
IA,19,26070,Shenandoah Community School District,Montgomery County,137
IA,19,26070,Shenandoah Community School District,Page County,145
IA,19,00015,Sibley-Ocheyedan Community School District,Osceola County,143
IA,19,26250,Sidney Community School District,Fremont County,071
IA,19,26280,Sigourney Community School District,Keokuk County,107
IA,19,26370,Sioux Center Community School District,Sioux County,167
IA,19,00023,Sioux Central Community School District,Buena Vista County,021
IA,19,00023,Sioux Central Community School District,Cherokee County,035
IA,19,00023,Sioux Central Community School District,Clay County,041
IA,19,00023,Sioux Central Community School District,O'Brien County,141
IA,19,26400,Sioux City Community School District,Plymouth County,149
IA,19,26400,Sioux City Community School District,Woodbury County,193
IA,19,26580,Solon Community School District,Johnson County,103
IA,19,26580,Solon Community School District,Linn County,113
IA,19,00024,South Central Calhoun Community School District,Calhoun County,025
IA,19,00024,South Central Calhoun Community School District,Carroll County,027
IA,19,00024,South Central Calhoun Community School District,Greene County,073
IA,19,00024,South Central Calhoun Community School District,Sac County,161
IA,19,26640,South Hamilton Community School District,Boone County,015
IA,19,26640,South Hamilton Community School District,Hamilton County,079
IA,19,00026,South O'Brien Community School District,Cherokee County,035
IA,19,00026,South O'Brien Community School District,Clay County,041
IA,19,00026,South O'Brien Community School District,O'Brien County,141
IA,19,26670,South Page Community School District,Page County,145
IA,19,26730,South Tama County Community School District,Poweshiek County,157
IA,19,26730,South Tama County Community School District,Tama County,171
IA,19,26790,South Winneshiek Community School District,Winneshiek County,191
IA,19,26820,Southeast Polk Community School District,Jasper County,099
IA,19,26820,Southeast Polk Community School District,Marion County,125
IA,19,26820,Southeast Polk Community School District,Polk County,153
IA,19,26850,Southeast Warren Community School District,Lucas County,117
IA,19,26850,Southeast Warren Community School District,Warren County,181
IA,19,99019,Southeast Webster-Grand Community School District,Boone County,015
IA,19,99019,Southeast Webster-Grand Community School District,Greene County,073
IA,19,99019,Southeast Webster-Grand Community School District,Webster County,187
IA,19,26910,Spencer Community School District,Clay County,041
IA,19,27000,Spirit Lake Community School District,Dickinson County,059
IA,19,27060,Springville Community School District,Linn County,113
IA,19,25200,St. Ansgar Community School District,Mitchell County,131
IA,19,25200,St. Ansgar Community School District,Worth County,195
IA,19,27240,Stanton Community School District,Montgomery County,137
IA,19,27240,Stanton Community School District,Page County,145
IA,19,27270,Starmont Community School District,Buchanan County,019
IA,19,27270,Starmont Community School District,Clayton County,043
IA,19,27270,Starmont Community School District,Delaware County,055
IA,19,27270,Starmont Community School District,Fayette County,065
IA,19,27390,Storm Lake Community School District,Buena Vista County,021
IA,19,27390,Storm Lake Community School District,Sac County,161
IA,19,27480,Stratford Community School District,Boone County,015
IA,19,27480,Stratford Community School District,Hamilton County,079
IA,19,27480,Stratford Community School District,Webster County,187
IA,19,27600,Sumner-Fredericksburg Community School District,Bremer County,017
IA,19,27600,Sumner-Fredericksburg Community School District,Chickasaw County,037
IA,19,27600,Sumner-Fredericksburg Community School District,Fayette County,065
IA,19,27870,Tipton Community School District,Cedar County,031
IA,19,27960,Treynor Community School District,Mills County,129
IA,19,27960,Treynor Community School District,Pottawattamie County,155
IA,19,27990,Tri-Center Community School District,Harrison County,085
IA,19,27990,Tri-Center Community School District,Pottawattamie County,155
IA,19,27990,Tri-Center Community School District,Shelby County,165
IA,19,28020,Tri-County Community School District,Iowa County,095
IA,19,28020,Tri-County Community School District,Keokuk County,107
IA,19,28020,Tri-County Community School District,Mahaska County,123
IA,19,28020,Tri-County Community School District,Poweshiek County,157
IA,19,28050,Tripoli Community School District,Bremer County,017
IA,19,28050,Tripoli Community School District,Chickasaw County,037
IA,19,28110,Turkey Valley Community School District,Chickasaw County,037
IA,19,28110,Turkey Valley Community School District,Fayette County,065
IA,19,28110,Turkey Valley Community School District,Howard County,089
IA,19,28110,Turkey Valley Community School District,Winneshiek County,191
IA,19,28170,Twin Cedars Community School District,Mahaska County,123
IA,19,28170,Twin Cedars Community School District,Marion County,125
IA,19,28200,Twin Rivers Community School District,Humboldt County,091
IA,19,28200,Twin Rivers Community School District,Kossuth County,109
IA,19,28230,Underwood Community School District,Pottawattamie County,155
IA,19,00022,Union Community School District,Benton County,011
IA,19,00022,Union Community School District,Black Hawk County,013
IA,19,00022,Union Community School District,Buchanan County,019
IA,19,00022,Union Community School District,Tama County,171
IA,19,28560,United Community School District,Boone County,015
IA,19,28560,United Community School District,Story County,169
IA,19,28680,Urbandale Community School District,Polk County,153
IA,19,28980,Van Buren County Community School District,Davis County,051
IA,19,28980,Van Buren County Community School District,Henry County,087
IA,19,28980,Van Buren County Community School District,Lee County,111
IA,19,28980,Van Buren County Community School District,Van Buren County,177
IA,19,29010,Van Meter Community School District,Dallas County,049
IA,19,29010,Van Meter Community School District,Madison County,121
IA,19,29280,Villisca Community School District,Adams County,003
IA,19,29280,Villisca Community School District,Montgomery County,137
IA,19,29280,Villisca Community School District,Page County,145
IA,19,29280,Villisca Community School District,Taylor County,173
IA,19,29310,Vinton-Shellsburg Community School District,Benton County,011
IA,19,29310,Vinton-Shellsburg Community School District,Black Hawk County,013
IA,19,29310,Vinton-Shellsburg Community School District,Buchanan County,019
IA,19,29490,Waco Community School District,Henry County,087
IA,19,29490,Waco Community School District,Louisa County,115
IA,19,29490,Waco Community School District,Washington County,183
IA,19,29730,Wapello Community School District,Des Moines County,057
IA,19,29730,Wapello Community School District,Louisa County,115
IA,19,29760,Wapsie Valley Community School District,Black Hawk County,013
IA,19,29760,Wapsie Valley Community School District,Bremer County,017
IA,19,29760,Wapsie Valley Community School District,Buchanan County,019
IA,19,29760,Wapsie Valley Community School District,Fayette County,065
IA,19,30240,Washington Community School District,Jefferson County,101
IA,19,30240,Washington Community School District,Washington County,183
IA,19,30480,Waterloo Community School District,Black Hawk County,013
IA,19,30510,Waukee Community School District,Dallas County,049
IA,19,30540,Waverly-Shell Rock Community School District,Black Hawk County,013
IA,19,30540,Waverly-Shell Rock Community School District,Bremer County,017
IA,19,30540,Waverly-Shell Rock Community School District,Butler County,023
IA,19,30560,Wayne Community School District,Decatur County,053
IA,19,30560,Wayne Community School District,Lucas County,117
IA,19,30560,Wayne Community School District,Wayne County,185
IA,19,30630,Webster City Community School District,Hamilton County,079
IA,19,30630,Webster City Community School District,Webster County,187
IA,19,30630,Webster City Community School District,Wright County,197
IA,19,30720,West Bend-Mallard Community School District,Humboldt County,091
IA,19,30720,West Bend-Mallard Community School District,Kossuth County,109
IA,19,30720,West Bend-Mallard Community School District,Palo Alto County,147
IA,19,30720,West Bend-Mallard Community School District,Pocahontas County,151
IA,19,30750,West Branch Community School District,Cedar County,031
IA,19,30750,West Branch Community School District,Johnson County,103
IA,19,30780,West Burlington Independent School District,Des Moines County,057
IA,19,30870,West Central Community School District,Fayette County,065
IA,19,27500,West Central Valley Community School District,Adair County,001
IA,19,27500,West Central Valley Community School District,Dallas County,049
IA,19,27500,West Central Valley Community School District,Guthrie County,077
IA,19,30900,West Delaware County Community School District,Buchanan County,019
IA,19,30900,West Delaware County Community School District,Delaware County,055
IA,19,30930,West Des Moines Community School District,Dallas County,049
IA,19,30930,West Des Moines Community School District,Polk County,153
IA,19,25920,West Fork Community School District,Cerro Gordo County,033
IA,19,25920,West Fork Community School District,Franklin County,069
IA,19,25920,West Fork Community School District,Hancock County,081
IA,19,25920,West Fork Community School District,Wright County,197
IA,19,05430,West Hancock Community School District,Hancock County,081
IA,19,05430,West Hancock Community School District,Wright County,197
IA,19,30960,West Harrison Community School District,Harrison County,085
IA,19,30960,West Harrison Community School District,Monona County,133
IA,19,30990,West Liberty Community School District,Cedar County,031
IA,19,30990,West Liberty Community School District,Johnson County,103
IA,19,30990,West Liberty Community School District,Muscatine County,139
IA,19,31020,West Lyon Community School District,Lyon County,119
IA,19,31020,West Lyon Community School District,Sioux County,167
IA,19,31080,West Marshall Community School District,Marshall County,127
IA,19,31080,West Marshall Community School District,Story County,169
IA,19,31110,West Monona Community School District,Harrison County,085
IA,19,31110,West Monona Community School District,Monona County,133
IA,19,31290,West Sioux Community School District,Plymouth County,149
IA,19,31290,West Sioux Community School District,Sioux County,167
IA,19,31350,Western Dubuque County Community School District,Clayton County,043
IA,19,31350,Western Dubuque County Community School District,Delaware County,055
IA,19,31350,Western Dubuque County Community School District,Dubuque County,061
IA,19,31350,Western Dubuque County Community School District,Jackson County,097
IA,19,31350,Western Dubuque County Community School District,Jones County,105
IA,19,31470,Westwood Community School District,Monona County,133
IA,19,31470,Westwood Community School District,Woodbury County,193
IA,19,31620,Whiting Community School District,Monona County,133
IA,19,31680,Williamsburg Community School District,Iowa County,095
IA,19,31680,Williamsburg Community School District,Johnson County,103
IA,19,31800,Wilton Community School District,Cedar County,031
IA,19,31800,Wilton Community School District,Muscatine County,139
IA,19,31830,Winfield-Mount Union Community School District,Des Moines County,057
IA,19,31830,Winfield-Mount Union Community School District,Henry County,087
IA,19,31830,Winfield-Mount Union Community School District,Louisa County,115
IA,19,31830,Winfield-Mount Union Community School District,Washington County,183
IA,19,31860,Winterset Community School District,Madison County,121
IA,19,31920,Woodbine Community School District,Harrison County,085
IA,19,31920,Woodbine Community School District,Monona County,133
IA,19,31920,Woodbine Community School District,Shelby County,165
IA,19,31950,Woodbury Central Community School District,Woodbury County,193
IA,19,32010,Woodward-Granger Community School District,Boone County,015
IA,19,32010,Woodward-Granger Community School District,Dallas County,049
IA,19,32010,Woodward-Granger Community School District,Polk County,153
KS,20,03180,Abilene Unified School District 435,Dickinson County,041
KS,20,04170,Altoona-Midway Unified School District 387,Wilson County,205
KS,20,04170,Altoona-Midway Unified School District 387,Woodson County,207
KS,20,03360,Andover Unified School District 385,Butler County,015
KS,20,03360,Andover Unified School District 385,Sedgwick County,173
KS,20,03430,Argonia Public Schools Unified School District 359,Harper County,077
KS,20,03430,Argonia Public Schools Unified School District 359,Sumner County,191
KS,20,03450,Arkansas City Unified School District 470,Cowley County,035
KS,20,03450,Arkansas City Unified School District 470,Sumner County,191
KS,20,03510,Ashland Unified School District 220,Clark County,025
KS,20,03510,Ashland Unified School District 220,Meade County,119
KS,20,05700,Atchison County Community Schools Unified School District 377,Atchison County,005
KS,20,05700,Atchison County Community Schools Unified School District 377,Doniphan County,043
KS,20,05700,Atchison County Community Schools Unified School District 377,Jackson County,085
KS,20,05700,Atchison County Community Schools Unified School District 377,Jefferson County,087
KS,20,03540,Atchison Public Schools Unified School District 409,Atchison County,005
KS,20,03570,Attica Unified School District 511,Harper County,077
KS,20,03200,Auburn-Washburn Unified School District 437,Osage County,139
KS,20,03200,Auburn-Washburn Unified School District 437,Shawnee County,177
KS,20,03630,Augusta Unified School District 402,Butler County,015
KS,20,03720,Baldwin City Unified School District 348,Douglas County,045
KS,20,03720,Baldwin City Unified School District 348,Franklin County,059
KS,20,09450,Barber County North Unified School District 254,Barber County,007
KS,20,09450,Barber County North Unified School District 254,Pratt County,151
KS,20,00012,Barnes Unified School District 223,Marshall County,117
KS,20,00012,Barnes Unified School District 223,Washington County,201
KS,20,03780,Basehor-Linwood Unified School District 458,Leavenworth County,103
KS,20,03810,Baxter Springs Unified School District 508,Cherokee County,021
KS,20,03900,Belle Plaine Unified School District 357,Sumner County,191
KS,20,03870,Beloit Unified School District 273,Cloud County,029
KS,20,03870,Beloit Unified School District 273,Jewell County,089
KS,20,03870,Beloit Unified School District 273,Mitchell County,123
KS,20,03870,Beloit Unified School District 273,Ottawa County,143
KS,20,12000,Blue Valley Unified School District 229,Johnson County,091
KS,20,12000,Blue Valley Unified School District 229,Miami County,121
KS,20,10980,Blue Valley Unified School District 384,Marshall County,117
KS,20,10980,Blue Valley Unified School District 384,Pottawatomie County,149
KS,20,10980,Blue Valley Unified School District 384,Riley County,161
KS,20,08550,Bluestem Unified School District 205,Butler County,015
KS,20,08550,Bluestem Unified School District 205,Elk County,049
KS,20,08550,Bluestem Unified School District 205,Greenwood County,073
KS,20,04050,Bonner Springs Unified School District 204,Leavenworth County,103
KS,20,04050,Bonner Springs Unified School District 204,Wyandotte County,209
KS,20,04080,Brewster Unified School District 314,Rawlins County,153
KS,20,04080,Brewster Unified School District 314,Sherman County,181
KS,20,04080,Brewster Unified School District 314,Thomas County,193
KS,20,04140,Bucklin Unified School District 459,Clark County,025
KS,20,04140,Bucklin Unified School District 459,Ford County,057
KS,20,04200,Buhler Unified School District 313,Harvey County,079
KS,20,04200,Buhler Unified School District 313,Reno County,155
KS,20,04260,Burlingame Public School Unified School District 454,Osage County,139
KS,20,04290,Burlington Unified School District 244,Coffey County,031
KS,20,04350,Burrton Unified School District 369,Harvey County,079
KS,20,04350,Burrton Unified School District 369,Reno County,155
KS,20,04350,Burrton Unified School District 369,Sedgwick County,173
KS,20,04380,Caldwell Unified School District 360,Sumner County,191
KS,20,04410,Caney Valley Unified School District 436,Chautauqua County,019
KS,20,04410,Caney Valley Unified School District 436,Montgomery County,125
KS,20,04440,Canton-Galva Unified School District 419,McPherson County,113
KS,20,04500,Cedar Vale Unified School District 285,Chautauqua County,019
KS,20,04500,Cedar Vale Unified School District 285,Cowley County,035
KS,20,00014,Central Heights Unified School District 288,Franklin County,059
KS,20,00349,Central Plains Unified School District 112,Barton County,009
KS,20,00349,Central Plains Unified School District 112,Ellsworth County,053
KS,20,00349,Central Plains Unified School District 112,Lincoln County,105
KS,20,00349,Central Plains Unified School District 112,Rice County,159
KS,20,00349,Central Plains Unified School District 112,Russell County,167
KS,20,04230,Central Unified School District 462,Butler County,015
KS,20,04230,Central Unified School District 462,Cowley County,035
KS,20,04230,Central Unified School District 462,Elk County,049
KS,20,08940,Centre Unified School District 397,Chase County,017
KS,20,08940,Centre Unified School District 397,Dickinson County,041
KS,20,08940,Centre Unified School District 397,Marion County,115
KS,20,08940,Centre Unified School District 397,Morris County,127
KS,20,04590,Chanute Public Schools Unified School District 413,Allen County,001
KS,20,04590,Chanute Public Schools Unified School District 413,Neosho County,133
KS,20,03390,Chaparral Schools Unified School District 361,Harper County,077
KS,20,03390,Chaparral Schools Unified School District 361,Kingman County,095
KS,20,04620,Chapman Unified School District 473,Dickinson County,041
KS,20,04620,Chapman Unified School District 473,Geary County,061
KS,20,05250,Chase County Unified School District 284,Chase County,017
KS,20,05250,Chase County Unified School District 284,Lyon County,111
KS,20,05250,Chase County Unified School District 284,Marion County,115
KS,20,05250,Chase County Unified School District 284,Morris County,127
KS,20,04650,Chase-Raymond Unified School District 401,Reno County,155
KS,20,04650,Chase-Raymond Unified School District 401,Rice County,159
KS,20,04650,Chase-Raymond Unified School District 401,Stafford County,185
KS,20,11520,Chautauqua County Community Unified School District 286,Chautauqua County,019
KS,20,04670,Cheney Unified School District 268,Kingman County,095
KS,20,04670,Cheney Unified School District 268,Sedgwick County,173
KS,20,04710,Cherokee Unified School District 247,Cherokee County,021
KS,20,04710,Cherokee Unified School District 247,Crawford County,037
KS,20,04710,Cherokee Unified School District 247,Labette County,099
KS,20,04710,Cherokee Unified School District 247,Neosho County,133
KS,20,04740,Cherryvale Unified School District 447,Labette County,099
KS,20,04740,Cherryvale Unified School District 447,Montgomery County,125
KS,20,04740,Cherryvale Unified School District 447,Neosho County,133
KS,20,04740,Cherryvale Unified School District 447,Wilson County,205
KS,20,04770,Chetopa-St. Paul Unified School District 505,Cherokee County,021
KS,20,04770,Chetopa-St. Paul Unified School District 505,Crawford County,037
KS,20,04770,Chetopa-St. Paul Unified School District 505,Labette County,099
KS,20,04770,Chetopa-St. Paul Unified School District 505,Neosho County,133
KS,20,04790,Cheylin Unified School District 103,Cheyenne County,023
KS,20,04790,Cheylin Unified School District 103,Rawlins County,153
KS,20,04800,Cimarron-Ensign Unified School District 102,Finney County,055
KS,20,04800,Cimarron-Ensign Unified School District 102,Ford County,057
KS,20,04800,Cimarron-Ensign Unified School District 102,Gray County,069
KS,20,04800,Cimarron-Ensign Unified School District 102,Hodgeman County,083
KS,20,12300,Circle Unified School District 375,Butler County,015
KS,20,12300,Circle Unified School District 375,Sedgwick County,173
KS,20,04890,Clay Center Unified School District 379,Clay County,027
KS,20,04890,Clay Center Unified School District 379,Cloud County,029
KS,20,04890,Clay Center Unified School District 379,Ottawa County,143
KS,20,04890,Clay Center Unified School District 379,Riley County,161
KS,20,04920,Clearwater Unified School District 264,Sedgwick County,173
KS,20,04920,Clearwater Unified School District 264,Sumner County,191
KS,20,04950,Clifton-Clyde Unified School District 224,Clay County,027
KS,20,04950,Clifton-Clyde Unified School District 224,Cloud County,029
KS,20,04950,Clifton-Clyde Unified School District 224,Republic County,157
KS,20,04950,Clifton-Clyde Unified School District 224,Washington County,201
KS,20,04980,Coffeyville Unified School District 445,Montgomery County,125
KS,20,05010,Colby Public Schools Unified School District 315,Rawlins County,153
KS,20,05010,Colby Public Schools Unified School District 315,Thomas County,193
KS,20,05070,Columbus Unified School District 493,Cherokee County,021
KS,20,05040,Comanche County Unified School District 300,Clark County,025
KS,20,05040,Comanche County Unified School District 300,Comanche County,033
KS,20,05040,Comanche County Unified School District 300,Kiowa County,097
KS,20,05100,Concordia Unified School District 333,Cloud County,029
KS,20,05100,Concordia Unified School District 333,Jewell County,089
KS,20,05100,Concordia Unified School District 333,Republic County,157
KS,20,05130,Conway Springs Unified School District 356,Sedgwick County,173
KS,20,05130,Conway Springs Unified School District 356,Sumner County,191
KS,20,05190,Copeland Unified School District 476,Gray County,069
KS,20,05190,Copeland Unified School District 476,Haskell County,081
KS,20,05190,Copeland Unified School District 476,Meade County,119
KS,20,08040,Crest Unified School District 479,Allen County,001
KS,20,08040,Crest Unified School District 479,Anderson County,003
KS,20,05370,Cunningham Unified School District 332,Harper County,077
KS,20,05370,Cunningham Unified School District 332,Kingman County,095
KS,20,05370,Cunningham Unified School District 332,Pratt County,151
KS,20,05490,De Soto Unified School District 232,Johnson County,091
KS,20,05400,Deerfield Unified School District 216,Kearny County,093
KS,20,05460,Derby Unified School District 260,Sedgwick County,173
KS,20,05520,Dexter Unified School District 471,Cowley County,035
KS,20,05550,Dighton Unified School District 482,Gove County,063
KS,20,05550,Dighton Unified School District 482,Lane County,101
KS,20,05580,Dodge City Unified School District 443,Ford County,057
KS,20,05580,Dodge City Unified School District 443,Hodgeman County,083
KS,20,00348,Doniphan West Unified School District 111,Brown County,013
KS,20,00348,Doniphan West Unified School District 111,Doniphan County,043
KS,20,05610,Douglass Public Schools Unified School District 396,Butler County,015
KS,20,05610,Douglass Public Schools Unified School District 396,Cowley County,035
KS,20,07290,Durham-Hillsboro-Lehigh Unified School District 410,Marion County,115
KS,20,05640,Easton Unified School District 449,Atchison County,005
KS,20,05640,Easton Unified School District 449,Jefferson County,087
KS,20,05640,Easton Unified School District 449,Leavenworth County,103
KS,20,05730,El Dorado Unified School District 490,Butler County,015
KS,20,05760,Elk Valley Unified School District 283,Chautauqua County,019
KS,20,05760,Elk Valley Unified School District 283,Elk County,049
KS,20,05760,Elk Valley Unified School District 283,Montgomery County,125
KS,20,05790,Elkhart Unified School District 218,Morton County,129
KS,20,05800,Ell-Saline Unified School District 307,Ellsworth County,053
KS,20,05800,Ell-Saline Unified School District 307,Saline County,169
KS,20,05820,Ellinwood Public Schools Unified School District 355,Barton County,009
KS,20,05820,Ellinwood Public Schools Unified School District 355,Stafford County,185
KS,20,05850,Ellis Unified School District 388,Ellis County,051
KS,20,05850,Ellis Unified School District 388,Trego County,195
KS,20,05870,Ellsworth Unified School District 327,Ellsworth County,053
KS,20,05870,Ellsworth Unified School District 327,Rice County,159
KS,20,05940,Emporia Unified School District 253,Lyon County,111
KS,20,06000,Erie-Galesburg Unified School District 101,Crawford County,037
KS,20,06000,Erie-Galesburg Unified School District 101,Neosho County,133
KS,20,06090,Eudora Unified School District 491,Douglas County,045
KS,20,06090,Eudora Unified School District 491,Johnson County,091
KS,20,06090,Eudora Unified School District 491,Leavenworth County,103
KS,20,06120,Eureka Unified School District 389,Butler County,015
KS,20,06120,Eureka Unified School District 389,Elk County,049
KS,20,06120,Eureka Unified School District 389,Greenwood County,073
KS,20,06120,Eureka Unified School District 389,Woodson County,207
KS,20,08310,Fairfield Unified School District 310,Pratt County,151
